filename,max_lat,min_lat,max_lon,min_lon,file_type,file_size_mb,file_format,version,created,utmzone,srs
CON_A01_2015_LAS_162.laz,-14.46810438,-14.47262716,-39.1020705,-39.10671213,pointcloud,119.5914,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_163.laz,-14.52235402,-14.52687678,-39.10209533,-39.10673809,pointcloud,67.502646,LAS/LAZ,1,12/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_164.laz,-14.50427289,-14.50879558,-39.09744672,-39.10208902,pointcloud,61.177323,LAS/LAZ,1,14/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_165.laz,-14.49972734,-14.50425093,-39.14384692,-39.14849005,pointcloud,40.043088,LAS/LAZ,1,14/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_166.laz,-14.49975003,-14.5042728,-39.10208497,-39.10672726,pointcloud,56.813295,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_167.laz,-14.51783529,-14.52235797,-39.09745266,-39.10209523,pointcloud,65.768397,LAS/LAZ,1,13/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_168.laz,-14.49976254,-14.50428468,-39.06960341,-39.07424505,pointcloud,63.426281,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_169.laz,-14.46358562,-14.46810831,-39.09742896,-39.1020704,pointcloud,101.265234,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_17.laz,-14.46824856,-14.47263583,-39.07961719,-39.08351384,pointcloud,34.445491,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_170.laz,-14.50878489,-14.51330793,-39.11601033,-39.1206531,pointcloud,74.32654,LAS/LAZ,1,13/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_171.laz,-14.49069926,-14.4952224,-39.12064095,-39.12528343,pointcloud,113.088573,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_172.laz,-14.49071612,-14.49523853,-39.08352069,-39.08816242,pointcloud,84.368212,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_173.laz,-14.50880103,-14.51332335,-39.07888706,-39.08352907,pointcloud,56.342714,LAS/LAZ,1,14/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_175.laz,-14.53139767,-14.53241657,-39.10083456,-39.10209985,pointcloud,1.80736,LAS/LAZ,1,12/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_176.laz,-14.48617594,-14.49069917,-39.12527844,-39.12992092,pointcloud,98.039886,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_177.laz,-14.47714385,-14.48166672,-39.10671438,-39.11135629,pointcloud,93.322002,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_178.laz,-14.48167084,-14.48619343,-39.092797,-39.09743873,pointcloud,221.195327,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_179.laz,-14.47347433,-14.47715797,-39.07560499,-39.07887577,pointcloud,14.412285,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_18.laz,-14.50427853,-14.50880094,-39.08352577,-39.08816779,pointcloud,68.994756,LAS/LAZ,1,14/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_180.laz,-14.4726208,-14.47714376,-39.11135187,-39.11599378,pointcloud,59.142581,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_181.laz,-14.53591639,-14.53615015,-39.10645098,-39.10674255,pointcloud,0.085933,LAS/LAZ,1,12/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_182.laz,-14.50426409,-14.50878714,-39.11600798,-39.12065065,pointcloud,171.694289,LAS/LAZ,1,14/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_183.laz,-14.5223449,-14.52670016,-39.12065809,-39.12518437,pointcloud,26.300532,LAS/LAZ,1,12/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_184.laz,-14.50428023,-14.50880255,-39.07888546,-39.08352738,pointcloud,62.222947,LAS/LAZ,1,14/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_185.laz,-14.46811206,-14.47263448,-39.08351224,-39.0881535,pointcloud,99.635507,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_186.laz,-14.49972724,-14.49987906,-39.14848713,-39.14864435,pointcloud,0.027074,LAS/LAZ,1,14/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_187.laz,-14.49521493,-14.49973825,-39.12992364,-39.1345664,pointcloud,132.895699,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_188.laz,-14.49524572,-14.49879893,-39.05803582,-39.0603226,pointcloud,4.481209,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_189.laz,-14.51331243,-14.5178352,-39.10209118,-39.10673376,pointcloud,73.617982,LAS/LAZ,1,13/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_19.laz,-14.47134859,-14.47262071,-39.11599087,-39.11754572,pointcloud,2.071539,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_190.laz,-14.49523129,-14.49975397,-39.09744277,-39.10208488,pointcloud,65.192254,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_191.laz,-14.45994955,-14.46358553,-39.10206677,-39.10650246,pointcloud,22.418656,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_192.laz,-14.477146,-14.48166878,-39.10207463,-39.10671645,pointcloud,100.891495,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_193.laz,-14.47870199,-14.48168004,-39.07159213,-39.07423752,pointcloud,11.444439,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_194.laz,-14.48617846,-14.4907016,-39.12063851,-39.12528089,pointcloud,134.065769,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_195.laz,-14.48619531,-14.49071772,-39.083519,-39.08816064,pointcloud,69.486315,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_196.laz,-14.49071433,-14.49523683,-39.08816073,-39.09280255,pointcloud,62.704756,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_197.laz,-14.50880264,-14.51332486,-39.07424665,-39.07888857,pointcloud,37.436395,LAS/LAZ,1,14/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_198.laz,-14.50878723,-14.51331018,-39.11136993,-39.11601259,pointcloud,60.313323,LAS/LAZ,1,13/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_199.laz,-14.49069674,-14.49521997,-39.12528098,-39.12992355,pointcloud,139.174418,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_2.laz,-14.49975209,-14.50427477,-39.09744475,-39.10208695,pointcloud,54.803446,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_20.laz,-14.52234727,-14.52687031,-39.1160174,-39.12066045,pointcloud,62.497716,LAS/LAZ,1,12/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_200.laz,-14.46358758,-14.46811018,-39.09278949,-39.09743084,pointcloud,133.238975,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_201.laz,-14.49974788,-14.50427074,-39.10672519,-39.11136757,pointcloud,98.798547,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_202.laz,-14.51783726,-14.52235985,-39.09281206,-39.09745454,pointcloud,73.929334,LAS/LAZ,1,13/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_203.laz,-14.49976396,-14.50428601,-39.06496318,-39.06960473,pointcloud,52.87136,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_204.laz,-14.49973023,-14.50425373,-39.13920671,-39.14384975,pointcloud,133.992848,LAS/LAZ,1,14/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_205.laz,-14.49524449,-14.49976644,-39.06032174,-39.06496309,pointcloud,51.417314,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_206.laz,-14.51331027,-14.51783313,-39.10673168,-39.11137435,pointcloud,61.185526,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_207.laz,-14.49523326,-14.49975585,-39.09280264,-39.09744465,pointcloud,69.302746,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_208.laz,-14.49521223,-14.49973564,-39.13456377,-39.13920662,pointcloud,116.927641,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_209.laz,-14.46811027,-14.47263278,-39.0881518,-39.09279315,pointcloud,130.912954,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_21.laz,-14.50426166,-14.5087848,-39.12064829,-39.12529105,pointcloud,179.868455,LAS/LAZ,1,14/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_210.laz,-14.52235994,-14.52494627,-39.08960128,-39.09281493,pointcloud,9.874651,LAS/LAZ,1,12/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_211.laz,-14.50428183,-14.50880406,-39.07424514,-39.07888696,pointcloud,79.129882,LAS/LAZ,1,14/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_212.laz,-14.50426643,-14.50878938,-39.11136767,-39.11601024,pointcloud,85.106746,LAS/LAZ,1,14/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_213.laz,-14.47261846,-14.47714152,-39.11599153,-39.12063353,pointcloud,44.146018,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_214.laz,-14.53591436,-14.53795508,-39.10674253,-39.11110272,pointcloud,10.842651,LAS/LAZ,1,12/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_215.laz,-14.47263457,-14.47715689,-39.07887427,-39.08351553,pointcloud,121.43174,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_216.laz,-14.48274022,-14.48617585,-39.12991638,-39.1341088,pointcloud,13.787271,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_217.laz,-14.48166887,-14.48619156,-39.09743685,-39.10207867,pointcloud,139.981835,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_22.laz,-14.4590648,-14.46358749,-39.09742699,-39.10206834,pointcloud,58.211915,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_23.laz,-14.49522923,-14.499752,-39.1020829,-39.1067251,pointcloud,112.427368,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_24.laz,-14.51331449,-14.51783717,-39.09745068,-39.10209316,pointcloud,77.454861,LAS/LAZ,1,13/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_25.laz,-14.49524174,-14.49976387,-39.069602,-39.07424354,pointcloud,69.03016,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_26.laz,-14.49520655,-14.49973014,-39.14384401,-39.14848704,pointcloud,33.127699,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_27.laz,-14.51329812,-14.51776148,-39.12993419,-39.1345693,pointcloud,82.50516,LAS/LAZ,1,13/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_28.laz,-14.47714806,-14.48167075,-39.09743488,-39.1020766,pointcloud,125.496769,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_29.laz,-14.486197,-14.49071933,-39.07887906,-39.0835206,pointcloud,65.196074,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_3.laz,-14.49793316,-14.49972725,-39.14848594,-39.14957823,pointcloud,0.940522,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_30.laz,-14.53139344,-14.5359163,-39.10674036,-39.11138341,pointcloud,55.585787,LAS/LAZ,1,12/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_31.laz,-14.48618089,-14.49070394,-39.11599857,-39.12064086,pointcloud,96.929115,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_32.laz,-14.49070403,-14.49522698,-39.11136089,-39.11600318,pointcloud,105.527966,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_33.laz,-14.50877993,-14.51330316,-39.12529114,-39.12993409,pointcloud,173.925508,LAS/LAZ,1,13/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_34.laz,-14.50879755,-14.51332004,-39.08816788,-39.09281008,pointcloud,67.872794,LAS/LAZ,1,14/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_35.laz,-14.49071942,-14.49524165,-39.07424062,-39.07888217,pointcloud,67.971354,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_36.laz,-14.45779205,-14.45906899,-39.09165555,-39.09278752,pointcloud,1.502182,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_37.laz,-14.49973303,-14.50425644,-39.13456649,-39.13920944,pointcloud,131.060052,LAS/LAZ,1,14/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_38.laz,-14.49976529,-14.5025363,-39.06152366,-39.0649639,pointcloud,8.692043,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_39.laz,-14.51783107,-14.52235393,-39.10673385,-39.11137662,pointcloud,74.935951,LAS/LAZ,1,13/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_4.laz,-14.49973573,-14.50425905,-39.12992628,-39.13456913,pointcloud,113.75884,LAS/LAZ,1,14/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_40.laz,-14.49975406,-14.50427665,-39.09280453,-39.09744663,pointcloud,75.093687,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_41.laz,-14.46374733,-14.46810429,-39.10670798,-39.11134953,pointcloud,32.500624,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_42.laz,-14.49520943,-14.49973293,-39.13920389,-39.14384683,pointcloud,66.566818,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_43.laz,-14.49522707,-14.49974994,-39.10672303,-39.11136532,pointcloud,209.996002,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_44.laz,-14.51331646,-14.51783905,-39.09281017,-39.09745256,pointcloud,79.163617,LAS/LAZ,1,13/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_45.laz,-14.49524316,-14.4997652,-39.06496187,-39.06960332,pointcloud,60.677304,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_46.laz,-14.45906677,-14.46358937,-39.09278762,-39.09742887,pointcloud,79.225067,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_47.laz,-14.52234961,-14.52687256,-39.11137671,-39.11601966,pointcloud,74.1277,LAS/LAZ,1,12/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_48.laz,-14.50425914,-14.50878237,-39.1252886,-39.12993146,pointcloud,110.408641,LAS/LAZ,1,14/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_49.laz,-14.46809999,-14.47262295,-39.11134962,-39.11599144,pointcloud,34.489613,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_5.laz,-14.50879933,-14.51332174,-39.08352747,-39.08816958,pointcloud,55.625794,LAS/LAZ,1,14/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_50.laz,-14.50427675,-14.50879924,-39.08816609,-39.0928082,pointcloud,82.471044,LAS/LAZ,1,14/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_51.laz,-14.47263287,-14.47715529,-39.08351393,-39.08815528,pointcloud,137.883257,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_52.laz,-14.47514434,-14.47713918,-39.12063255,-39.12306578,pointcloud,5.064074,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_53.laz,-14.48166681,-14.48618959,-39.10207669,-39.10671861,pointcloud,119.918684,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_54.laz,-14.48167931,-14.48620145,-39.06959777,-39.07423903,pointcloud,56.041034,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_55.laz,-14.5268704,-14.53139335,-39.11137897,-39.11602202,pointcloud,61.939177,LAS/LAZ,1,12/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_56.laz,-14.48618968,-14.49071236,-39.09743882,-39.10208074,pointcloud,222.342887,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_57.laz,-14.48617333,-14.49069665,-39.12991838,-39.13456095,pointcloud,51.541688,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_58.laz,-14.47715538,-14.4816777,-39.07887587,-39.08351722,pointcloud,89.765936,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_59.laz,-14.47713927,-14.48166232,-39.11599388,-39.12063597,pointcloud,58.628546,LAS/LAZ,1,18/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_6.laz,-14.49071781,-14.49524013,-39.07888066,-39.08352229,pointcloud,63.463557,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_60.laz,-14.49974563,-14.50426859,-39.11136541,-39.11600789,pointcloud,206.669361,LAS/LAZ,1,15/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
CON_A01_2015_LAS_61.laz,-14.51782155,-14.52223191,-39.12529623,-39.12987684,pointcloud,33.206367,LAS/LAZ,1,12/2016,24S,"+proj=utm +zone=24 +south +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs "
